,Tax,SP,value,Vari,Goal,PovertyRateLabel,TaxGDPShareLabel
126,Luxury,PMT,0.001525401,InterGiniChg,1.5degree,NA,NA
127,CBDR_P,Null,-0.006863551,InterGiniChg,1.5degree,NA,NA
128,CBDR_P,Universal,0.000802261,InterGiniChg,1.5degree,NA,NA
129,CBDR_P,Cash,0.000822083,InterGiniChg,1.5degree,NA,NA
130,CBDR_P,SP_current,0.000802261,InterGiniChg,1.5degree,NA,NA
131,CBDR_P,SP_covid,0.000802261,InterGiniChg,1.5degree,NA,NA
132,CBDR_P,PMT,0.00081268,InterGiniChg,1.5degree,NA,NA
133,CBDR_C,Null,-0.013904373,InterGiniChg,1.5degree,NA,NA
134,CBDR_C,Universal,-0.000729479,InterGiniChg,1.5degree,NA,NA
135,CBDR_C,Cash,-0.000710664,InterGiniChg,1.5degree,NA,NA
136,CBDR_C,SP_current,-0.000731492,InterGiniChg,1.5degree,NA,NA
137,CBDR_C,SP_covid,-0.000729479,InterGiniChg,1.5degree,NA,NA
138,CBDR_C,PMT,-0.000731492,InterGiniChg,1.5degree,NA,NA
139,Luxury&CBDR_C,Null,-0.014470083,InterGiniChg,1.5degree,NA,NA
140,Luxury&CBDR_C,Universal,-0.000483198,InterGiniChg,1.5degree,NA,NA
141,Luxury&CBDR_C,Cash,-0.000459807,InterGiniChg,1.5degree,NA,NA
142,Luxury&CBDR_C,SP_current,-0.000482192,InterGiniChg,1.5degree,NA,NA
143,Luxury&CBDR_C,SP_covid,-0.000482705,InterGiniChg,1.5degree,NA,NA
144,Luxury&CBDR_C,PMT,-0.000482192,InterGiniChg,1.5degree,NA,NA
